CBM_cost,Estado,fecha_de_salida,fecha_de_llegada,contenedor,codigo,producto,cantidad,costo,cantidad_por_caja,cantidad_de_cajass,cm_a,cm_l,cm_p,CBMM,CBM_TOTAL,costo_caja,costo_total_envio,costo_envio_unit,costo_unitario_prod,costo_total,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,"MASS1126 GRIS 
MASS1127 ROJO ",MOUSE INALAMBRICO  (GRIS 250 / ROJO 150 ),400.00,$1.23,200,2,49,48,36,$0.085,$0.17,$42.34,$84.67,$0.21,$1.44,576.672,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS1922,Estimulante Sexual Femenino Potenciador De Libido Y Orgasmo,128.00,$1.50,128,1,38,57,43,$0.093,$0.09,$46.57,$46.57,$0.36,$1.86,238.569,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS1172 MASS0603,"CONSOLADOR DOBLE CABEZA WBDS001 (TRASPARENTE70, CARNE 80)",150.00,$0.60,150,1,38,54,28,$0.057,$0.06,$28.73,$28.73,$0.19,$0.79,118.728,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS2324,Q8 AURICULAR TOTALMENTE COMPATIBLE CON EL ADAPTADOR TIPO C + APPLE UNO A DOS,250.00,$4.50,100,2.5,52.5,48,24,$0.060,$0.15,$30.24,$75.60,$0.30,$4.80,1200.6,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS2319,"KIT DE ELIMINACIÓN DE VERRUGAS Y TOPO, HERRAMIENTAS DE LIMPIEZA PARA EL CUIDADO DE LA PIEL FACIAL, TRATAMIENTOS DE PUNTOS Y VERRUGAS CORPORALES, INDOLORO, 2 EN 1, BELLEZA Y SALUD",400.00,$1.50,100,4,46.5,51.5,33.5,$0.080,$0.32,$40.11,$160.45,$0.40,$1.90,760.44825,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS2215,FOMENTERA ESTERILLA ELECTRICA ,200.00,$5.45,30,6.666666667,50,60,30,$0.090,$0.60,$45.00,$300.00,$1.50,$6.95,1390,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS2061/MASS2062,"MAQUINA PARA USO INTIMO CABALLERO
(NEGRA320 BLANCO160)",480.00,$3.50,80,6,67,38,38,$0.097,$0.58,$48.37,$290.24,$0.60,$4.10,1970.244,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS0127,Case externo usb2.0,400.00,$1.32,100,4,40,32,53,$0.068,$0.27,$33.92,$135.68,$0.34,$1.66,663.68,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS1873,Mini Maquina De Coser 12 Puntadas,180.00,$10.00,6,30,45.5,32.5,61,$0.090,$2.71,$45.10,"$1,353.06",$7.52,$17.52,3153.05625,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS0607,VIBRADOR MIGNON MARCA LEVETT CON APP REMOTO,288.00,$9.50,96,3,35,30,52,$0.055,$0.16,$27.30,$81.90,$0.28,$9.78,2817.9,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS1976,MAQUINA AFEITAR KEMEI KM-1071 RECARGABLE,200.00,$4.80,40,5,65,29,43.5,$0.082,$0.41,$41.00,$204.99,$1.02,$5.82,1164.99375,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS1725,CARAMELO EXPLOSIVO COMESTIBLE,480.00,$1.00,96,5,32,32,24,$0.025,$0.12,$12.29,$61.44,$0.13,$1.13,541.44,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS0947 MASS0948,"SATISFAYER ROSADO XQZK003 (100 Morado, 100 rosado)",200.00,$2.50,200,1,,,,,,,,,,,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS2170 MASS2171 MASS2172 MASS2173,MASTURBADOR FEMENINO CON 10 MODOS DE VIBRACION (25 de cada modelo),100.00,$2.35,100,1,68,37,36.5,$0.092,$0.09,$45.92,$45.92,$0.46,$2.81,280.917,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS1378,Maquina Kemei De Afeitar Cabello Shaiver Kemei Km-2024,180.00,$5.00,60,3,43.5,32,50.5,$0.070,$0.21,$35.15,$105.44,$0.59,$5.59,1005.444,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS1476,CONSOLADOR REALISTICO EXTRAGRANDE piel ,60.00,$6.84,80,0.75,60,37,34,$0.075,$0.06,$37.74,$28.31,$0.47,$7.31,438.705,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS2233,"BELIA-cámara de vigilancia 4K de 8MP con WiFi, lente Dual, Zoom Digital 4X, detección humana por Ia, ONVIF, cámaras IP PTZ",250.00,$15.25,30,8.333333333,59,40,55,$0.130,$1.08,$64.90,$540.83,$2.16,$17.41,4353.333333,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS1802       MASS1813,Almohadilla de calentamiento Menstrual portátil (30blancos-30rosado),120.00,$2.35,,,,,,,,,,,,,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,"MASS2723
MASS2724","Difusor de aromas con control remoto 500 ml (120 madera oscura, 60 madera natural)",180.00,$4.80,18,10,53,36,48.5,$0.093,$0.93,$46.27,$462.69,$2.57,$7.37,1326.69,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,,AFFARI,,,,,,,,,,,,,,,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS2056,"BOMBILLOS VINTAGE
5 meters 20 lights",400.00,$2.50,50,8,71.5,66,45,$0.212,$1.70,$106.18,$849.42,$2.12,$4.62,1849.42,,,,
500,Entregado,4/21/2026,6/23/2026,CONTENEDOR OSLO,MASS2732,"Freidora de aire Agora crujiente con pantalla táctil, olla de vidrio doble Digital",500.00,$33.30,2,250,37,30.5,74,$0.084,$20.88,$41.75,"$10,438.63",$20.88,$54.18,27088.625,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2465,"PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M GRIS",200.00,$3.90,8,25,295,21,21,$0.130,$3.25,$45.53,"$1,138.33",$5.69,$9.59,1918.33125,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2489,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM YJC0181","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2473,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC017 21CMX9CMX2900MM,300.00,$4.00,10,30,295,22,10,$0.065,$1.95,$22.72,$681.45,$2.27,$6.27,1881.45,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2467,"PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M MARRON OSCURO",150.00,$3.90,8,18.75,295,21,21,$0.130,$2.44,$45.53,$853.75,$5.69,$9.59,1438.748438,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2481,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3129-2Y6 40 CM X 3M DE 3MM,450.00,$3.70,30,15,74,62,42,$0.193,$2.89,$67.44,"$1,011.65",$2.25,$5.95,2676.654,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2485,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM YJC0180","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1917,PISO VINIL AUTOADHESIVO 3020 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,100.00,$11.20,1,100,94,16,9,$0.014,$1.35,$4.74,$473.76,$4.74,$15.94,1593.76,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1324,PISO VINIL HHYM3039,100.00,$11.20,1,100,94,16,9,$0.014,$1.35,$4.74,$473.76,$4.74,$15.94,1593.76,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2474,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC032 21CMX9CMX2900MM,200.00,$4.00,10,20,295,22,10,$0.065,$1.30,$22.72,$454.30,$2.27,$6.27,1254.3,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2490,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM PDD004","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2488,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM DZ023","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1328,PISO VINIL HHYM3018,100.00,$11.20,1,100,94,16,9,$0.014,$1.35,$4.74,$473.76,$4.74,$15.94,1593.76,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1407,WALL PANEL GRIS CLARO YC6001 290*168*23,280.00,$2.35,,,295,17.5,23,$0.119,,$41.56,,,,,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2477,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 2 - 2",320.00,$3.80,16,20,62,46,46,$0.131,$2.62,$45.92,$918.34,$2.87,$6.67,2134.344,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2466,"PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M MARRON CLARO",125.00,$3.90,8,15.625,295,21,21,$0.130,$2.03,$45.53,$711.46,$5.69,$9.59,1198.957031,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2464,"PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M NEGRO",200.00,$3.90,8,25,295,21,21,$0.130,$3.25,$45.53,"$1,138.33",$5.69,$9.59,1918.33125,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2468,"PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M BLANCO",125.00,$3.90,8,15.625,295,21,21,$0.130,$2.03,$45.53,$711.46,$5.69,$9.59,1198.957031,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2470,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC010 21CMX9CMX2900MM,300.00,$4.00,10,30,295,22,10,$0.065,$1.95,$22.72,$681.45,$2.27,$6.27,1881.45,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2480,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 5 - 3",160.00,$3.80,16,10,62,46,46,$0.131,$1.31,$45.92,$459.17,$2.87,$6.67,1067.172,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2476,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 2 - 1 0",320.00,$3.80,16,20,62,46,46,$0.131,$2.62,$45.92,$918.34,$2.87,$6.67,2134.344,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1408,WALL PANEL MARRON CLARO 8882 290*168*23,322.00,$2.35,14,23,295,17.5,23,$0.119,$2.73,$41.56,$955.84,$2.97,$5.32,1712.536875,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2472,TECHOPVC DE 3 PIEZAS MACHIMBRADO HYYC014 21CMX9CMX2900MM,300.00,$4.00,10,30,295,22,10,$0.065,$1.95,$22.72,$681.45,$2.27,$6.27,1881.45,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2123,"LAMINA DE PVC MARMOLIZADA HYDY2001 2,44 M X 1,22M DE 3MM",151.00,$11.50,1,151,244,122,0.45,$0.013,$2.02,$4.69,$707.96,$4.69,$16.19,2444.45746,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2478,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 5 - 1",240.00,$3.80,16,15,62,46,46,$0.131,$1.97,$45.92,$688.76,$2.87,$6.67,1600.758,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1743,WALL PANEL HYYC073 BLANCO,364.00,$2.35,14,26,295,17.5,23,$0.119,$3.09,$41.56,"$1,080.51",$2.97,$5.32,1935.91125,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2134,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3403 40 CM X 3M DE 3MM,450.00,$3.70,30,15,74,62,42,$0.193,$2.89,$67.44,"$1,011.65",$2.25,$5.95,2676.654,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2469,ACCESORIO PARA GIRAR,"2,160.00",$0.65,270,8,45,35,30,$0.047,$0.38,$16.54,$132.30,$0.06,$0.71,1536.3,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2483,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM YJC0177","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2487,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM DZ022","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2484,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM YJC0178","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1402,PISO VINIL HHYM3013,100.00,$11.20,1,100,94,16,9,$0.014,$1.35,$4.74,$473.76,$4.74,$15.94,1593.76,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2492,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM PDD003","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2475,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 2 - 3",320.00,$3.80,16,20,62,46,46,$0.131,$2.62,$45.92,$918.34,$2.87,$6.67,2134.344,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2479,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 5 - 2",240.00,$3.80,16,15,62,46,46,$0.131,$1.97,$45.92,$688.76,$2.87,$6.67,1600.758,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2124,"LAMINA DE PVC MARMOLIZADA HYDY2002 2,44 M X 1,22M DE 3MM",49.00,$11.50,1,49,244,122,0.45,$0.013,$0.66,$4.69,$229.73,$4.69,$16.19,793.23454,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2491,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM YJC0246","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2126,"LAMINA DE PVC MARMOLIZADA HYLJ80007T 2,44 M X 1,22M DE 3MM",100.00,$11.50,1,100,244,122,0.45,$0.013,$1.34,$4.69,$468.85,$4.69,$16.19,1618.846,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2482,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3472-3Y4 40 CM X 3M DE 3MM,300.00,$3.70,30,10,74,62,42,$0.193,$1.93,$67.44,$674.44,$2.25,$5.95,1784.436,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1410,WALL PANEL YC101 NEGRO,504.00,$2.35,14,36,295,17.5,23,$0.119,$4.27,$41.56,"$1,496.09",$2.97,$5.32,2680.4925,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2486,"PANEL DE MOSAICO AZULEJO 29CM*22,9CM*1MM YJCO203","1,000.00",$0.60,250,4,31,31,26,$0.025,$0.10,$8.75,$34.98,$0.03,$0.63,634.9804,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS2471,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC013 21CMX9CMX2900MM,300.00,$4.00,10,30,295,22,10,$0.065,$1.95,$22.72,$681.45,$2.27,$6.27,1881.45,,,,
350,Entregado,4/16/2026,6/16/2026,CONTENEDOR LOS ANGELES,MASS1777,WALL PANEL HYYC045 GRIS OSCURO,420.00,$2.35,14,30,295,17.5,23,$0.119,$3.56,$41.56,"$1,246.74",$2.97,$5.32,2233.74375,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS1745,ROLLO PANEL DECORATIVO BD871,250.00,$1.60,,,32,,62,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2602,FLAT WALL PANEL LISO 053 MARRON CLARO 400*9*2900MM,144.00,$5.50,9,16,295,4.2,8.5,$0.011,$0.17,$3.69,$58.98,$0.41,$5.91,850.9764,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2133,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3403-5Y49 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2600,FLAT WALL PANEL LISO 089 GRIS CLARO 400*9*2900MM,234.00,$5.50,9,26,295,42,8.5,$0.105,$2.74,$36.86,$958.37,$4.10,$9.60,2245.3665,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2140,ROLLO PANEL DECORATIVO BD1137,250.00,$1.60,,,32,,62,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS1747,ROLLO PANEL DECORATIVO BD771,250.00,$1.60,,,32,,62,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2599,FLAT WALL PANEL LISO 080 GRIS OSCURO 400*9*2900MM,234.00,$5.50,9,26,295,42,8.5,$0.105,$2.74,$36.86,$958.37,$4.10,$9.60,2245.3665,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2601,FLAT WALL PANEL LISO 015 MADERA 400*9*2900MM,234.00,$5.50,9,26,295,42,8.5,$0.105,$2.74,$36.86,$958.37,$4.10,$9.60,2245.3665,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2141,ROLLO PANEL DECORATIVO BD1135,250.00,$1.60,,,32,,62,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2138,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3472-1Y4 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2465,"PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M GRIS",96.00,$3.90,8,12,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2137,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3481-1Y12 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2466,"PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M MARRON CLARO",96.00,$3.90,8,12,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2475,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 2 - 3",288.00,$3.80,16,18,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2477,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 2 - 2",288.00,$3.80,16,18,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS1746,ROLLO PANEL DECORATIVO BD928,250.00,$1.60,,,32,,62,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2471,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC013 21CMX9CMX2900MM,180.00,$4.00,10,18,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2392,"ROLLO PANEL DECORATIVO JQ-KB-3403-2 1,2m x 30m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2394,"ROLLO PANEL DECORATIVO JQ-YP-117 1,2m x 30m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2470,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC010 21CMX9CMX2900MM,180.00,$4.00,10,18,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2130,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3129-4Y6 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2464,"PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M NEGRO",120.00,$3.90,8,15,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2139,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3403-2 40 CM X 3M DE 3MM,210.00,$3.70,30,7,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS1839,"ROLLO PANEL DECORATIVO JQ-H-002 1,2m x 3m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2134,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3403-Y13 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2472,TECHOPVC DE 3 PIEZAS MACHIMBRADO HYYC014 21CMX9CMX2900MM,180.00,$4.00,10,18,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2396,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3472-4Y4 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS1843,"ROLLO PANEL DECORATIVO JQ-YP-164
1,2m x 3m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2473,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC017 21CMX9CMX2900MM,180.00,$4.00,10,18,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2135,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3403-3 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2393,"ROLLO PANEL DECORATIVO JQ-YSZ-3755 1,2m x 30m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2395,"ROLLO PANEL DECORATIVO JQ-YP-158 1,2m x 30m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS1841,"ROLLO PANEL DECORATIVO JQ-YP-160 1,2m x 3m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2397,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-372Y4 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS1836,"ROLLO PANEL DECORATIVO JQ-90527D1 1,2m x 3m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2598,FLAT WALL PANEL LISO HYC032 MARRON OSCURO 400*9*2900MM,144.00,$5.50,9,16,295,42,8.5,$0.105,$1.69,$36.86,$589.76,$4.10,$9.60,1381.764,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2131,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3103-1Y13 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2478,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 5 - 1",288.00,$3.80,16,18,,,,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2142,ROLLO PANEL DECORATIVO BD1121,250.00,$1.60,,,32,,62,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS2129,"ROLLO PANEL DECORATIVO JQ-YP-165 1,2m x 30m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
350,Entregado,4/11/2026,6/19/2026,REVESTIMIENTO POSITANO,MASS1838,"ROLLO PANEL DECORATIVO JQ-F014 1,2m x 3m",100.00,$4.50,10,10,122,,31,,,,,,,,,,,
