"Bodega","Ubicación","Categoría Artículo Padre","Categoría Artículo","Artículo","Peso","Unidad Medida Peso","Lote","Serie","Unidad Medida","Cantidad","Tipo Transacción","Transacción","Codigo Transacción","Fecha Transacción","Fecha Vencimiento","Bodega Destino","Módulo Origen","Descripción Movimiento","Usuario"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2061-MAQUINA PARA USO INTIMO UNISEX NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262100","00000000000000038234","02/09/2026 02:15 PM","-","-","FACTURACION","SP-210161118
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1947-MASTURBADOR CHEAP THRILLS, SUAVE Y FLEXIBLE VAGINA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262100","00000000000000038234","02/09/2026 02:15 PM","-","-","FACTURACION","SP-210161118
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS1898-CINTA IMPERMEABLE PARA REPARACION DE GRIENTAS EN TECHOS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262100","00000000000000038234","02/09/2026 02:15 PM","-","-","FACTURACION","SP-210161118
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-14-ILUMINACION","MASS2056-BOMBILLOS VINTAGE5 METERS 20 LIGHTS","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262102","00000000000000038235","02/09/2026 02:16 PM","-","-","FACTURACION","LB 210116944","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2586-PERCHERO DE HIERRO CON REJILLA LATERAL CON RUEDAS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262103","00000000000000038236","02/09/2026 02:17 PM","-","-","FACTURACION","KA 210052754","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-06-AUDIFONOS","MASS2324-Q8 AURICULAR TOTALMENTE COMPATIBLE CON EL ADAPTADOR TIPO C + APPLE UNO A DOS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262104","00000000000000038237","02/09/2026 02:17 PM","-","-","FACTURACION","SP-210177329
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-07-RELOJES INTELIGENTES","MASS2083-SET DE CABALLERO 001 NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262105","00000000000000038238","02/09/2026 02:17 PM","-","-","FACTURACION","EE
Detalle de orden #206905124
TRASLADO 2026090001","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2713-GUANTES PARA GIMNASIO ANTIDESLIZANTES NEGRO TALLA M","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262108","00000000000000038239","02/09/2026 02:19 PM","-","-","FACTURACION","SP-210280704
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2720-GUANTES PARA GIMNASIO ANTIDESLIZANTES ROSADO TALLA L","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262108","00000000000000038239","02/09/2026 02:19 PM","-","-","FACTURACION","SP-210280704
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2716-GUANTES PARA GIMNASIO ANTIDESLIZANTES GRIS TALLA M","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262108","00000000000000038239","02/09/2026 02:19 PM","-","-","FACTURACION","SP-210280704
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0747-COPA FORMA DE PENE CRISTAL BLJP01","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262109","00000000000000043196","02/09/2026 02:19 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0592-VIBRADOR FREE ROMEO CON RECARGA USB PUNTO G NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262110","00000000000000038240","02/09/2026 02:19 PM","-","-","FACTURACION","LB 210124103 
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS0122-CARGADOR LAPTO UNIVERSAL DE 12V A 24V","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2726-RIZADOR DE CABELLO USB BLANCO CON DORADO","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0290-PISTOLA MASAJEADORA ELECTRICA SY-720 VERDE","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0291-PISTOLA MASAJEADORA ELECTRICA SY-720 GRIS","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0830-ESTIMULADOR ELECTROTERAPIA PORTATIL TENNS","-","-","-","-","Unid","8.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS0918-TAZA BATIDORA RECARGABLE","-","-","-","-","Unid","5.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1014-MAQUINA AFEITAR KEMEI KM-4640","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-01-ACCESORIOS PARA VEHICULOS","MASS1042-ASPIRADORA DE CARRO PORTATIL 12V AZUL","-","-","-","-","Unid","4.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1265-SET DE SARTENES HIERRO FUNDIDO 6 8 Y 12 PULGADAS","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-14-ILUMINACION","MASS1669-LAMPARA DE LUNA  10cm","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-16-FERRETERIA","MASS1861-BATERIA HIDROJET PORTATIL 48V","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1977-REPELENTE PARA ZANCUDO","-","-","-","-","Unid","12.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS1991-BASE FAN COOLER PARA LAPTOP N99","-","-","-","-","Unid","4.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-16-FERRETERIA","MASS2057-ESMERIL PORTATIL RECARGABLE","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS2072-CLIP PARA INSTALACION  WALL PANEL 5 * 3,5 CM","-","-","-","-","Unid","50.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS2123-LAMINA DE PVC MARMOLIZADA HYDY2001 2,44 M X 1,22M DE 3MM","-","-","-","-","Unid","10.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2277-SET DE VIAJE 8 PCS AZUL","-","-","-","-","Unid","4.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-21-ELECTRONICA","MASS2297-ANILLO INTELIGENTE PLATEADO TALLA 8","-","-","-","-","Unid","4.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-21-ELECTRONICA","MASS2298-ANILLO INTELIGENTE PLATEADO TALLA 9","-","-","-","-","Unid","4.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-21-ELECTRONICA","MASS2299-ANILLO INTELIGENTE PLATEADO TALL10","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2365-MAQUINA DONA 7PCS 1400W R.92210-110 RAF","-","-","-","-","Unid","4.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2411-TERMO OWALA 32 OZ  AGUAMARINA","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2412-TERMO OWALA 32 OZ FUCSIA","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS2467-PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M GRIS OSCURO","-","-","-","-","Unid","24.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS2468-PANELES PVC SEPARADORES DE AMBIENTES 5CM X 10CM X2,90M BLANCO","-","-","-","-","Unid","8.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS2590-KIT TECLADO Y MOUSE LED TF200","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS2591-KIT TECLADO Y MOUSE LED TF240","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS2592-KIT TECLADO Y MOUSE LED TF270","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2630-TERMO OWALA 32 OZ ESTAMPADO LEOPARDO ROSA","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2634-TERMO OWALA 30 ONZ 900 ML ROSA CLARO","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2640-TERMO OWALA 20 OZ PARA CAFE VIOLETA","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2641-TERMO OWALA 20 OZ PARA CAFE GRIS OSCURO CON VERDE","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2642-TERMO OWALA 20 OZ PARA CAFE BLANQUECINO","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2645-TERMO OWALA 24 OZ AZUL MARINO","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2648-TERMO OWALA 24 OZ FLOR NEGRO","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2649-TERMO OWALA 20 OZ PARA CAFE ROSA","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2650-TERMO OWALA 20 OZ PARA CAFE ESTRELLAS","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2709-CEPILLO MASAJEADOR DE CUERO CABELLUDO ELÉCTRICO RECARGABLE BLANCO","-","-","-","-","Unid","5.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2714-GUANTES PARA GIMNASIO ANTIDESLIZANTES NEGRO TALLA L","-","-","-","-","Unid","5.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2716-GUANTES PARA GIMNASIO ANTIDESLIZANTES GRIS TALLA M","-","-","-","-","Unid","5.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2720-GUANTES PARA GIMNASIO ANTIDESLIZANTES ROSADO TALLA L","-","-","-","-","Unid","5.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2723-HUMIDIFICADOR TIPO DIAMANTE MADERA","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2724-HUMIDIFICADOR TIPO DIAMANTE MADERA OSCURA","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2725-RIZADOR DE CABELLO USB NEGRO CON FUCSIA","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0289-PISTOLA MASAJEADORA ELECTRICA SY-720 ROJO","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000262111","00000000000000001411","02/09/2026 02:20 PM","-","-","FACTURACION","SOLICITUD DE REPOSICION ELIZABTEH ORTEGA TIENDA VALENCIA","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0498-SET ADULTO JUEGO SEXUAL BONDAGE LATIGO, MORDAZA, ESPOSA, MASCARA -SM10S01 ROJO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262112","00000000000000038241","02/09/2026 02:21 PM","-","-","FACTURACION","KA 210094637","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1525-ZAPATERA DE METAL 6 NIVELES","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262113","00000000000000043197","02/09/2026 02:22 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
